PG4350	Philosophy	split	Physics and Politics, or, Thoughts on the application of the principles of "natural selection" and "inheritance" to political society	Bagehot, Walter, 1826-1877
PG13928	Drama	split	Plays, Acting and Music: A Book Of Theory	Symons, Arthur, 1865-1945
PG5329	Philosophy	split	PoPHILO: Popular Philosophy	Dom
PG4337	Philosophy	split	Power Through Repose	Call, Annie Payson, 1853-1940
PG5116	Philosophy	split	Pragmatism: A New Name for Some Old Ways of Thinking	James, William, 1842-1910
PG3789	Philosophy	split	Preface to Major Barbara: First Aid to Critics	Shaw, Bernard, 1856-1950
PG16857	Religion	split	Probabilities : An aid to Faith	Tupper, Martin Farquhar, 1810-1889
PG1591	Philosophy	split	Protagoras	Plato, 428? BCE-348? BCE; Jowett, Benjamin, 1817-1893 [Translator]
PG7539	Philosophy	split	Quotes and Images from Chesterfield's Letters to His Son	Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773; Widger, David, 1932-2021? [Editor]
PG7555	Philosophy	split	Quotes and Images From The Confessions of Jean Jacques Rousseau	Rousseau, Jean-Jacques, 1712-1778; Widger, David, 1932-2021? [Editor]
PG7538	Philosophy	split	Quotes and Images from the Memoirs of Jacques Casanova de Seingalt	Casanova, Giacomo, 1725-1798; Widger, David, 1932-2021? [Editor]; Machen, Arthur, 1863-1947 [Translator]
PG7551	Philosophy	split	Quotes and Images From The Works of Michel De Montaigne	Montaigne, Michel de, 1533-1592; Widger, David, 1932-2021? [Editor]
PG14058	Philosophy	split	Readings on Fascism and National Socialism Selected by members of the department of philosophy, University of Colorado	Various
PG15563	Religion	split	Reason and Faith; Their Claims and Conflicts From The Edinburgh Review, October 1849, Volume 90, No. CLXXXII. (Pages 293-356)	Rogers, Henry, 1806-1877
PG15084	Philosophy	split	Recent Developments in European Thought	Marvin, Francis Sydney, 1863-1943 [Editor]
PG12492	Philosophy	split	Recent Tendencies in Ethics Three Lectures to Clergy Given at Cambridge	Sorley, W. R. (William Ritchie), 1855-1935
PG9105	Philosophy	split	Reflections; or Sentences and Moral Maxims	La Rochefoucauld, François duc de, 1613-1680; Friswell, J. Hain (James Hain), 1825-1878 [Translator]; Willis Bund, J. W. (John William), 1843-1928 [Translator]
PG9596	Religion	split	Reform and Politics Part 2 from The Works of John Greenleaf Whittier, Volume VII	Whittier, John Greenleaf, 1807-1892
PG6312	Philosophy	split	Representative Men: Seven Lectures	Emerson, Ralph Waldo, 1803-1882
PG12002	Philosophy	split	Review of the Work of Mr John Stuart Mill Entitled, 'Examination of Sir William Hamilton's Philosophy.'	Grote, George, 1794-1871
PG5794	Fiction	split	Rosa Alchemica	Yeats, W. B. (William Butler), 1865-1939
PG6842	Religion	split	Sadhana : the realisation of life	Tagore, Rabindranath, 1861-1941
PG7150	Philosophy	split	Science & Education: Essays	Huxley, Thomas Henry, 1825-1895
